group_1344	PAGRI_00913	PBONN_01024	PHAYL_01055	PCALE_02543	PFUNG_02465	PMEGA_05499	PPHEM_04003	PPHEX_02753	PPHYM_00796	PPHYT_02970	PSART_01157	PSPRE_00280	PTERA_02676	PTERE_00825	PXENO_03188
psiF	PAGRI_02187	PBONN_01597	PHAYL_01760	PCALE_01595	PFUNG_03564	PMEGA_04505	PPHEM_05547	PPHEX_01685	PPHYM_01078	PPHYT_01954	PSART_02755	PSPRE_01044	PTERA_01708	PTERE_01598	PXENO_04403
minE	PAGRI_03256	PBONN_00920	PHAYL_00945	PCALE_00850	PFUNG_00679	PMEGA_05638	PPHEM_04125	PPHEX_00871	PPHYM_00667	PPHYT_01046	PSART_01026	PSPRE_01817	PTERA_00787	PTERE_00688	PXENO_01125
group_346	PAGRI_03088	PBONN_03380	PHAYL_03468	PCALE_02324	PFUNG_00472	PMEGA_03817	PPHEM_03534	PPHEX_01064	PPHYM_02118	PPHYT_01298	PSART_01937	PSPRE_01640	PTERA_01003	PTERE_02158	PXENO_00959
rpmF	PAGRI_00964	PBONN_02142	PHAYL_01174	PCALE_02500	PFUNG_02517	PMEGA_05445	PPHEM_03955	PPHEX_02710	PPHYM_00842	PPHYT_02919	PSART_01209	PSPRE_00329	PTERA_02634	PTERE_00877	PXENO_03239
group_369	PAGRI_03323	PBONN_02195	PHAYL_01273	PCALE_00802	PFUNG_00735	PMEGA_03654	PPHEM_02926	PPHEX_00820	PPHYM_02272	PPHYT_00986	PSART_02086	PSPRE_01867	PTERA_00735	PTERE_02308	PXENO_01206
hupA_3	PAGRI_04256	PBONN_00214	PHAYL_00230	PCALE_03431	PFUNG_01514	PMEGA_03212	PPHEM_00149	PPHEX_01965	PPHYM_03147	PPHYT_03960	PSART_03662	PSPRE_02617	PTERA_03621	PTERE_03181	PXENO_02184
resA_1	PAGRI_00296	PBONN_02714	PHAYL_02900	PCALE_00262	PFUNG_01186	PMEGA_02954	PPHEM_00207	PPHEX_00229	PPHYM_00232	PPHYT_00511	PSART_00583	PSPRE_02324	PTERA_00284	PTERE_00245	PXENO_01878
group_302	PAGRI_02224	PBONN_01562	PHAYL_01806	PCALE_01558	PFUNG_03527	PMEGA_04463	PPHEM_05593	PPHEX_01722	PPHYM_01042	PPHYT_01914	PSART_02790	PSPRE_01081	PTERA_01669	PTERE_01637	PXENO_04442
group_816	PAGRI_02215	PBONN_01571	PHAYL_01793	PCALE_01565	PFUNG_03536	PMEGA_04471	PPHEM_05586	PPHEX_01715	PPHYM_01049	PPHYT_01923	PSART_02783	PSPRE_01074	PTERA_01678	PTERE_01630	PXENO_04432
pntAB	PAGRI_01697	PBONN_02491	PHAYL_02692	PCALE_00419	PFUNG_01015	PMEGA_03147	PPHEM_05819	PPHEX_00386	PPHYM_02602	PPHYT_00681	PSART_02619	PSPRE_02165	PTERA_00458	PTERE_02623	PXENO_01690
group_98	PAGRI_00674	PBONN_00864	PHAYL_00909	PCALE_02720	PFUNG_02288	PMEGA_05806	PPHEM_05054	PPHEX_02928	PPHYM_00598	PPHYT_03157	PSART_00919	PSPRE_00043	PTERA_02850	PTERE_00610	PXENO_02994
ppiB	PAGRI_01578	PBONN_01266	PHAYL_02100	PCALE_01203	PFUNG_02982	PMEGA_04941	PPHEM_04258	PPHEX_02368	PPHYM_01432	PPHYT_02514	PSART_01723	PSPRE_00669	PTERA_01308	PTERE_01196	PXENO_03786
gspH	PAGRI_04264	PBONN_00206	PHAYL_00222	PCALE_03439	PFUNG_01506	PMEGA_06643	PPHEM_00545	PPHEX_03684	PPHYM_03155	PPHYT_03969	PSART_04123	PSPRE_02609	PTERA_03629	PTERE_03189	PXENO_02176
group_1165	PAGRI_05643	PBONN_03152	PHAYL_03224	PCALE_04756	PFUNG_06774	PMEGA_00239	PPHEM_05321	PPHEX_04131	PPHYM_03646	PPHYT_04708	PSART_03459	PSPRE_05053	PTERA_05685	PTERE_05109	PXENO_06293
group_100	PAGRI_01027	PBONN_02025	PHAYL_02311	PCALE_01989	PFUNG_02580	PMEGA_05338	PPHEM_02863	PPHEX_02648	PPHYM_00905	PPHYT_02855	PSART_01274	PSPRE_00391	PTERA_02570	PTERE_00938	PXENO_03434
ilvE	PAGRI_00528	PBONN_02403	PHAYL_02490	PCALE_02853	PFUNG_02144	PMEGA_05953	PPHEM_04916	PPHEX_03060	PPHYM_00463	PPHYT_03296	PSART_00798	PSPRE_03241	PTERA_02981	PTERE_00454	PXENO_02859
acpD	PAGRI_03853	PBONN_00570	PHAYL_00581	PCALE_03066	PFUNG_01916	PMEGA_06168	PPHEM_06904	PPHEX_03278	PPHYM_02771	PPHYT_03526	PSART_03971	PSPRE_02993	PTERA_03203	PTERE_02791	PXENO_02632
group_2381	PAGRI_00670	PBONN_02264	PHAYL_02352	PCALE_02724	PFUNG_02284	PMEGA_05810	PPHEM_05050	PPHEX_02932	PPHYM_00594	PPHYT_03161	PSART_00915	PSPRE_00039	PTERA_02854	PTERE_00606	PXENO_02990
gloA	PAGRI_03710	PBONN_00666	PHAYL_00705	PCALE_00408	PFUNG_01027	PMEGA_06044	PPHEM_04835	PPHEX_00376	PPHYM_00406	PPHYT_00670	PSART_00736	PSPRE_02180	PTERA_00447	PTERE_00399	PXENO_01701
group_182	PAGRI_00266	PBONN_02788	PHAYL_02933	PCALE_00235	PFUNG_01216	PMEGA_02924	PPHEM_00237	PPHEX_00203	PPHYM_00208	PPHYT_00480	PSART_00564	PSPRE_02343	PTERA_00255	PTERE_00220	PXENO_01909
lasR	PAGRI_05159	PBONN_02933	PHAYL_03075	PCALE_05148	PFUNG_06323	PMEGA_01522	PPHEM_01104	PPHEX_04486	PPHYM_04525	PPHYT_04301	PSART_05134	PSPRE_04744	PTERA_04377	PTERE_03510	PXENO_05953
cysT	PAGRI_02347	PBONN_01455	PHAYL_01937	PCALE_01437	PFUNG_03340	PMEGA_04330	PPHEM_07381	PPHEX_01842	PPHYM_01672	PPHYT_01773	PSART_02911	PSPRE_01249	PTERA_01495	PTERE_01769	PXENO_00161
group_52	PAGRI_01594	PBONN_01808	PHAYL_01504	PCALE_01222	PFUNG_00286	PMEGA_02162	PPHEM_04245	PPHEX_02347	PPHYM_01419	PPHYT_01448	PSART_01736	PSPRE_00685	PTERA_01349	PTERE_01209	PXENO_00671
valS	PAGRI_01084	PBONN_01395	PHAYL_01460	PCALE_02382	PFUNG_02631	PMEGA_05329	PPHEM_03817	PPHEX_02593	PPHYM_01635	PPHYT_02798	PSART_01324	PSPRE_00441	PTERA_02511	PTERE_00990	PXENO_03501
ispH_2	PAGRI_04335	PBONN_02879	PHAYL_03024	PCALE_05647	PFUNG_05508	PMEGA_00965	PPHEM_02717	PPHEX_04898	PPHYM_04213	PPHYT_07056	PSART_04934	PSPRE_04417	PTERA_04698	PTERE_03244	PXENO_05392
rpsT	PAGRI_00608	PBONN_02349	PHAYL_02429	PCALE_02776	PFUNG_02227	PMEGA_05878	PPHEM_04993	PPHEX_02985	PPHYM_00539	PPHYT_03220	PSART_00864	PSPRE_03319	PTERA_02906	PTERE_00534	PXENO_02933
group_598	PAGRI_00433	PBONN_02530	PHAYL_02738	PCALE_02936	PFUNG_02050	PMEGA_03114	PPHEM_05851	PPHEX_03143	PPHYM_02637	PPHYT_03384	PSART_02657	PSPRE_03150	PTERA_03069	PTERE_02658	PXENO_02768
fur	PAGRI_00418	PBONN_02546	PHAYL_02758	PCALE_02950	PFUNG_02035	PMEGA_03100	PPHEM_05868	PPHEX_03160	PPHYM_02653	PPHYT_03402	PSART_02671	PSPRE_03136	PTERA_03083	PTERE_02673	PXENO_02750
group_126	PAGRI_02805	PBONN_01413	PHAYL_01736	PCALE_02037	PFUNG_00193	PMEGA_03997	PPHEM_06273	PPHEX_01298	PPHYM_01852	PPHYT_01529	PSART_03145	PSPRE_01478	PTERA_02487	PTERE_01981	PXENO_00627
glyS	PAGRI_03705	PBONN_00674	PHAYL_00709	PCALE_00413	PFUNG_01022	PMEGA_06039	PPHEM_04840	PPHEX_00380	PPHYM_00410	PPHYT_00675	PSART_00740	PSPRE_02171	PTERA_00452	PTERE_00403	PXENO_01696
group_3242	PAGRI_03297	PBONN_02175	PHAYL_01139	PCALE_00824	PFUNG_00711	PMEGA_03677	PPHEM_02902	PPHEX_00843	PPHYM_02247	PPHYT_01009	PSART_02063	PSPRE_01844	PTERA_00759	PTERE_02283	PXENO_01182
glpD	PAGRI_00483	PBONN_00689	PHAYL_00721	PCALE_02888	PFUNG_02099	PMEGA_06023	PPHEM_04857	PPHEX_03098	PPHYM_00425	PPHYT_03337	PSART_00763	PSPRE_03190	PTERA_03023	PTERE_00419	PXENO_02813
group_667	PAGRI_00793	PBONN_00927	PHAYL_00951	PCALE_02669	PFUNG_02343	PMEGA_05621	PPHEM_04102	PPHEX_02877	PPHYM_00677	PPHYT_03099	PSART_01035	PSPRE_00169	PTERA_02799	PTERE_00699	PXENO_03070
group_1295	PAGRI_00473	PBONN_00682	PHAYL_00716	PCALE_02899	PFUNG_02089	PMEGA_06033	PPHEM_04848	PPHEX_03108	PPHYM_00416	PPHYT_03347	PSART_00755	PSPRE_03184	PTERA_03033	PTERE_00409	PXENO_02803
group_569	PAGRI_00315	PBONN_02696	PHAYL_02879	PCALE_00281	PFUNG_01166	PMEGA_02973	PPHEM_04686	PPHEX_00248	PPHYM_00275	PPHYT_00530	PSART_00602	PSPRE_02305	PTERA_00303	PTERE_00264	PXENO_01859
group_1610	PAGRI_04225	PBONN_00248	PHAYL_00260	PCALE_03401	PFUNG_01545	PMEGA_06604	PPHEM_00585	PPHEX_03647	PPHYM_03116	PPHYT_03929	PSART_04162	PSPRE_02647	PTERA_03591	PTERE_03148	PXENO_02215
group_546	PAGRI_00246	PBONN_02812	PHAYL_02951	PCALE_00213	PFUNG_01237	PMEGA_02901	PPHEM_00261	PPHEX_00181	PPHYM_00186	PPHYT_00458	PSART_00544	PSPRE_02365	PTERA_00233	PTERE_00198	PXENO_01933
group_31627	PAGRI_03890	PBONN_00564	PHAYL_00575	PCALE_03104	PFUNG_01874	PMEGA_06221	PPHEM_06863	PPHEX_03315	PPHYM_02808	PPHYT_03565	PSART_03930	PSPRE_02956	PTERA_03240	PTERE_02829	PXENO_02594
group_502	PAGRI_07801	PBONN_03593	PHAYL_03680	PCALE_05613	PFUNG_05465	PMEGA_00997	PPHEM_00776	PPHEX_04930	PPHYM_04248	PPHYT_07018	PSART_04897	PSPRE_04380	PTERA_04735	PTERE_05946	PXENO_05355
group_1127	PAGRI_04308	PBONN_02846	PHAYL_02986	PCALE_05625	PFUNG_05477	PMEGA_00985	PPHEM_00765	PPHEX_04919	PPHYM_04236	PPHYT_07029	PSART_04909	PSPRE_04391	PTERA_04723	PTERE_03220	PXENO_05366
rmlA	PAGRI_03433	PBONN_02251	PHAYL_02197	PCALE_00657	PFUNG_00840	PMEGA_03545	PPHEM_07509	PPHEX_00648	PPHYM_02376	PPHYT_00867	PSART_02288	PSPRE_02006	PTERA_00643	PTERE_02431	PXENO_01418
group_1031	PAGRI_03808	PBONN_00608	PHAYL_00624	PCALE_03020	PFUNG_01961	PMEGA_06122	PPHEM_05942	PPHEX_03233	PPHYM_02726	PPHYT_03481	PSART_00160	PSPRE_03063	PTERA_03158	PTERE_02746	PXENO_02677
zipA	PAGRI_01636	PBONN_01771	PHAYL_01544	PCALE_01263	PFUNG_03154	PMEGA_04886	PPHEM_07323	PPHEX_02307	PPHYM_01378	PPHYT_02458	PSART_01777	PSPRE_00726	PTERA_02111	PTERE_01251	PXENO_03844
acnA_2	PAGRI_07685	PBONN_03528	PHAYL_03599	PCALE_05510	PFUNG_05340	PMEGA_01213	PPHEM_00927	PPHEX_05030	PPHYM_04436	PPHYT_06883	PSART_04750	PSPRE_04311	PTERA_04831	PTERE_05753	PXENO_05243
group_228	PAGRI_00749	PBONN_00885	PHAYL_02553	PCALE_02686	PFUNG_02322	PMEGA_00940	PPHEM_04209	PPHEX_02894	PPHYM_03870	PPHYT_03120	PSART_00942	PSPRE_00080	PTERA_02818	PTERE_05340	PXENO_03053
group_580	PAGRI_00365	PBONN_02653	PHAYL_02832	PCALE_00324	PFUNG_01117	PMEGA_03031	PPHEM_04736	PPHEX_00292	PPHYM_00325	PPHYT_00581	PSART_00648	PSPRE_02253	PTERA_00352	PTERE_00316	PXENO_01809
lpxC	PAGRI_03809	PBONN_00607	PHAYL_00623	PCALE_03021	PFUNG_01960	PMEGA_06123	PPHEM_05943	PPHEX_03234	PPHYM_02727	PPHYT_03482	PSART_00159	PSPRE_03062	PTERA_03159	PTERE_02747	PXENO_02676
rpsM	PAGRI_03968	PBONN_00494	PHAYL_00508	PCALE_03181	PFUNG_01795	PMEGA_06297	PPHEM_07020	PPHEX_03395	PPHYM_02885	PPHYT_03645	PSART_03865	PSPRE_02882	PTERA_03316	PTERE_02909	PXENO_02514
group_2382	PAGRI_00673	PBONN_00863	PHAYL_00908	PCALE_02721	PFUNG_02287	PMEGA_05807	PPHEM_05053	PPHEX_02929	PPHYM_00597	PPHYT_03158	PSART_00918	PSPRE_00042	PTERA_02851	PTERE_00609	PXENO_02993
rhlE_2	PAGRI_01613	PBONN_01792	PHAYL_01525	PCALE_01240	PFUNG_03131	PMEGA_04908	PPHEM_07300	PPHEX_02329	PPHYM_01400	PPHYT_02481	PSART_01755	PSPRE_00703	PTERA_02133	PTERE_01228	PXENO_03821
group_119	PAGRI_00350	PBONN_02667	PHAYL_02847	PCALE_00309	PFUNG_01132	PMEGA_03002	PPHEM_04721	PPHEX_00277	PPHYM_00310	PPHYT_00566	PSART_00633	PSPRE_02274	PTERA_00337	PTERE_00301	PXENO_00408
group_942	PAGRI_03300	PBONN_02178	PHAYL_01136	PCALE_00821	PFUNG_00714	PMEGA_03674	PPHEM_02905	PPHEX_00840	PPHYM_02250	PPHYT_01006	PSART_02066	PSPRE_01847	PTERA_00756	PTERE_02286	PXENO_01187
cysM	PAGRI_00884	PBONN_00995	PHAYL_01029	PCALE_02574	PFUNG_02436	PMEGA_05527	PPHEM_04032	PPHEX_02783	PPHYM_00768	PPHYT_02999	PSART_00403	PSPRE_00251	PTERA_02705	PTERE_00795	PXENO_03158
dnaB	PAGRI_02331	PBONN_01469	PHAYL_01922	PCALE_01451	PFUNG_03356	PMEGA_04343	PPHEM_07394	PPHEX_01826	PPHYM_00936	PPHYT_01789	PSART_02889	PSPRE_01233	PTERA_01509	PTERE_01748	PXENO_00145
hemH_2	PAGRI_00535	PBONN_02397	PHAYL_02484	PCALE_02847	PFUNG_02151	PMEGA_05947	PPHEM_04923	PPHEX_03053	PPHYM_00470	PPHYT_03290	PSART_00805	PSPRE_03249	PTERA_02975	PTERE_00461	PXENO_02866
flhC_2	PAGRI_05488	PBONN_03107	PHAYL_03188	PCALE_03561	PFUNG_06632	PMEGA_00331	PPHEM_03228	PPHEX_04275	PPHYM_04724	PPHYT_04565	PSART_03504	PSPRE_04913	PTERA_04073	PTERE_05283	PXENO_06192
ileS	PAGRI_00658	PBONN_02277	PHAYL_02376	PCALE_02736	PFUNG_02272	PMEGA_05821	PPHEM_05038	PPHEX_02944	PPHYM_00582	PPHYT_03173	PSART_00903	PSPRE_00027	PTERA_02866	PTERE_00594	PXENO_02978
group_32	PAGRI_01113	PBONN_01356	PHAYL_02011	PCALE_02359	PFUNG_02656	PMEGA_05304	PPHEM_03792	PPHEX_02569	PPHYM_01611	PPHYT_02766	PSART_01348	PSPRE_00478	PTERA_01157	PTERE_00559	PXENO_03528
pqiA_2	PAGRI_03659	PBONN_02483	PHAYL_02685	PCALE_00427	PFUNG_01007	PMEGA_03155	PPHEM_05811	PPHEX_00393	PPHYM_02595	PPHYT_00698	PSART_02612	PSPRE_02158	PTERA_00467	PTERE_02616	PXENO_01682
group_1129	PAGRI_04326	PBONN_02851	PHAYL_02993	PCALE_05639	PFUNG_05494	PMEGA_00972	PPHEM_00750	PPHEX_04906	PPHYM_04222	PPHYT_07047	PSART_04925	PSPRE_04407	PTERA_04706	PTERE_03235	PXENO_05384
prmC	PAGRI_03887	PBONN_00147	PHAYL_00178	PCALE_03101	PFUNG_01877	PMEGA_06207	PPHEM_06866	PPHEX_03312	PPHYM_02805	PPHYT_03562	PSART_03934	PSPRE_02959	PTERA_03237	PTERE_02826	PXENO_02597
group_334	PAGRI_02985	PBONN_01117	PHAYL_02268	PCALE_02145	PFUNG_00369	PMEGA_03940	PPHEM_05994	PPHEX_01169	PPHYM_02003	PPHYT_01400	PSART_03207	PSPRE_01539	PTERA_01112	PTERE_02054	PXENO_00839
tsf	PAGRI_01644	PBONN_01762	PHAYL_01552	PCALE_01270	PFUNG_03162	PMEGA_04878	PPHEM_07331	PPHEX_02299	PPHYM_01370	PPHYT_02450	PSART_01786	PSPRE_00733	PTERA_02103	PTERE_01260	PXENO_03852
group_1614	PAGRI_04237	PBONN_00237	PHAYL_00249	PCALE_03414	PFUNG_01533	PMEGA_06616	PPHEM_00573	PPHEX_03659	PPHYM_03128	PPHYT_03941	PSART_04150	PSPRE_02635	PTERA_03603	PTERE_03160	PXENO_02203
group_933	PAGRI_03240	PBONN_01043	PHAYL_01066	PCALE_00863	PFUNG_00663	PMEGA_03692	PPHEM_02892	PPHEX_00884	PPHYM_02238	PPHYT_01061	PSART_02053	PSPRE_01804	PTERA_00803	PTERE_02271	PXENO_01111
group_398	PAGRI_03741	PBONN_00650	PHAYL_00668	PCALE_00388	PFUNG_01058	PMEGA_06061	PPHEM_04802	PPHEX_00356	PPHYM_00388	PPHYT_00648	PSART_00710	PSPRE_02199	PTERA_00426	PTERE_00380	PXENO_01724
ubiA	PAGRI_03642	PBONN_02466	PHAYL_02668	PCALE_00444	PFUNG_00988	PMEGA_03172	PPHEM_05794	PPHEX_00410	PPHYM_02578	PPHYT_00706	PSART_02586	PSPRE_02142	PTERA_00484	PTERE_02599	PXENO_01665
group_624	PAGRI_00559	PBONN_02379	PHAYL_02461	PCALE_02821	PFUNG_02175	PMEGA_05922	PPHEM_04948	PPHEX_03029	PPHYM_00494	PPHYT_03266	PSART_00827	PSPRE_03273	PTERA_02951	PTERE_00487	PXENO_02890
group_231	PAGRI_00803	PBONN_00937	PHAYL_00962	PCALE_02660	PFUNG_02353	PMEGA_05612	PPHEM_04092	PPHEX_02868	PPHYM_00687	PPHYT_03089	PSART_01045	PSPRE_00179	PTERA_02789	PTERE_00709	PXENO_03080
aat	PAGRI_02409	PBONN_01439	PHAYL_01952	PCALE_01402	PFUNG_03821	PMEGA_04300	PPHEM_07836	PPHEX_01884	PPHYM_01707	PPHYT_01729	PSART_02948	PSPRE_01285	PTERA_01461	PTERE_01804	PXENO_00200
yqjD	PAGRI_03565	PBONN_00817	PHAYL_00871	PCALE_00500	PFUNG_00929	PMEGA_03251	PPHEM_05733	PPHEX_00467	PPHYM_02498	PPHYT_00766	PSART_02436	PSPRE_02085	PTERA_00545	PTERE_02516	PXENO_01587
uppP_1	PAGRI_00699	PBONN_00877	PHAYL_00937	PCALE_02695	PFUNG_02313	PMEGA_05703	PPHEM_04218	PPHEX_02905	PPHYM_00613	PPHYT_03132	PSART_00935	PSPRE_00071	PTERA_02826	PTERE_00631	PXENO_03029
gpo	PAGRI_01626	PBONN_01780	PHAYL_01536	PCALE_01253	PFUNG_03144	PMEGA_04895	PPHEM_07314	PPHEX_02316	PPHYM_01387	PPHYT_02468	PSART_01768	PSPRE_00717	PTERA_02120	PTERE_01241	PXENO_03834
waaC1	PAGRI_03386	PBONN_02230	PHAYL_01240	PCALE_00741	PFUNG_00797	PMEGA_03601	PPHEM_02983	PPHEX_00701	PPHYM_02325	PPHYT_00909	PSART_02138	PSPRE_01953	PTERA_00675	PTERE_02363	PXENO_01397
argF	PAGRI_00606	PBONN_02351	PHAYL_02432	PCALE_02778	PFUNG_02225	PMEGA_05880	PPHEM_04990	PPHEX_02987	PPHYM_00537	PPHYT_03222	PSART_00862	PSPRE_03317	PTERA_02908	PTERE_00532	PXENO_02931
tpx	PAGRI_03775	PBONN_02571	PHAYL_02783	PCALE_02986	PFUNG_01995	PMEGA_06089	PPHEM_05909	PPHEX_03201	PPHYM_02694	PPHYT_03449	PSART_00193	PSPRE_03096	PTERA_03125	PTERE_02713	PXENO_02709
group_1510	PAGRI_03183	PBONN_03454	PHAYL_03534	PCALE_00937	PFUNG_00545	PMEGA_03756	PPHEM_03638	PPHEX_00998	PPHYM_02174	PPHYT_01207	PSART_02001	PSPRE_01737	PTERA_00927	PTERE_02216	PXENO_01032
group_559	PAGRI_00278	PBONN_02777	PHAYL_02922	PCALE_00247	PFUNG_01204	PMEGA_02935	PPHEM_00227	PPHEX_00215	PPHYM_00219	PPHYT_00492	PSART_00575	PSPRE_02331	PTERA_00267	PTERE_00232	PXENO_01897
group_657	PAGRI_00698	PBONN_00876	PHAYL_00936	PCALE_02696	PFUNG_02312	PMEGA_05704	PPHEM_04219	PPHEX_02906	PPHYM_00612	PPHYT_03133	PSART_00934	PSPRE_00070	PTERA_02827	PTERE_00630	PXENO_03028
zwf_1	PAGRI_03291	PBONN_00898	PHAYL_02531	PCALE_00829	PFUNG_00706	PMEGA_05676	PPHEM_04159	PPHEX_00848	PPHYM_00636	PPHYT_01016	PSART_01002	PSPRE_01839	PTERA_00764	PTERE_00653	PXENO_01156
pilC	PAGRI_03799	PBONN_00617	PHAYL_00632	PCALE_03010	PFUNG_01971	PMEGA_06113	PPHEM_05933	PPHEX_03225	PPHYM_02718	PPHYT_03473	PSART_00169	PSPRE_03072	PTERA_03149	PTERE_02737	PXENO_02685
trpC	PAGRI_03850	PBONN_00573	PHAYL_00584	PCALE_03063	PFUNG_01919	PMEGA_06165	PPHEM_06907	PPHEX_03275	PPHYM_02768	PPHYT_03523	PSART_03974	PSPRE_02996	PTERA_03200	PTERE_02788	PXENO_02635
group_744	PAGRI_01417	PBONN_01145	PHAYL_02225	PCALE_01107	PFUNG_02828	PMEGA_05057	PPHEM_04558	PPHEX_02467	PPHYM_01525	PPHYT_02616	PSART_01628	PSPRE_00574	PTERA_01212	PTERE_01101	PXENO_03684
group_1128	PAGRI_04320	PBONN_02848	PHAYL_02990	PCALE_05633	PFUNG_05488	PMEGA_00978	PPHEM_00756	PPHEX_04912	PPHYM_04230	PPHYT_07041	PSART_04918	PSPRE_04401	PTERA_04713	PTERE_03227	PXENO_05378
group_1823	PAGRI_00403	PBONN_02557	PHAYL_02769	PCALE_02961	PFUNG_02020	PMEGA_03089	PPHEM_05883	PPHEX_03175	PPHYM_02668	PPHYT_03420	PSART_02686	PSPRE_03121	PTERA_03099	PTERE_02687	PXENO_02735
aspS	PAGRI_03743	PBONN_00648	PHAYL_00666	PCALE_00386	PFUNG_01060	PMEGA_06063	PPHEM_04800	PPHEX_00354	PPHYM_00386	PPHYT_00646	PSART_00708	PSPRE_02201	PTERA_00424	PTERE_00378	PXENO_01726
group_1171	PAGRI_06083	PBONN_03244	PHAYL_03335	PCALE_04095	PFUNG_04025	PMEGA_02104	PPHEM_03268	PPHEX_05983	PPHYM_03374	PPHYT_05108	PSART_04507	PSPRE_05493	PTERA_06303	PTERE_04287	PXENO_06892
group_207	PAGRI_00520	PBONN_02413	PHAYL_02600	PCALE_02861	PFUNG_02136	PMEGA_05962	PPHEM_04909	PPHEX_03069	PPHYM_00454	PPHYT_03305	PSART_00789	PSPRE_03231	PTERA_02990	PTERE_00446	PXENO_02851
group_1003	PAGRI_03686	PBONN_02487	PHAYL_02689	PCALE_00423	PFUNG_01011	PMEGA_03151	PPHEM_05815	PPHEX_00390	PPHYM_02598	PPHYT_00685	PSART_02615	PSPRE_02161	PTERA_00464	PTERE_02619	PXENO_01686
clpP_2	PAGRI_00629	PBONN_01550	PHAYL_01823	PCALE_01551	PFUNG_02243	PMEGA_04439	PPHEM_05007	PPHEX_01729	PPHYM_00552	PPHYT_01907	PSART_00876	PSPRE_01139	PTERA_01606	PTERE_00563	PXENO_02949
group_911	PAGRI_03142	PBONN_03402	PHAYL_03493	PCALE_00976	PFUNG_00508	PMEGA_03796	PPHEM_03599	PPHEX_01037	PPHYM_02137	PPHYT_01247	PSART_01962	PSPRE_01693	PTERA_00962	PTERE_02180	PXENO_00994
hisZ	PAGRI_01497	PBONN_01244	PHAYL_02120	PCALE_01186	PFUNG_02910	PMEGA_04958	PPHEM_04468	PPHEX_02388	PPHYM_01449	PPHYT_02532	PSART_01706	PSPRE_00651	PTERA_01289	PTERE_01179	PXENO_03769
group_1015	PAGRI_03734	PBONN_00656	PHAYL_00675	PCALE_00395	PFUNG_01051	PMEGA_06055	PPHEM_04808	PPHEX_00362	PPHYM_00394	PPHYT_00654	PSART_00716	PSPRE_02193	PTERA_00432	PTERE_00386	PXENO_01717
potF	PAGRI_01807	PBONN_01668	PHAYL_01634	PCALE_01849	PFUNG_03264	PMEGA_04785	PPHEM_06527	PPHEX_01491	PPHYM_01313	PPHYT_02309	PSART_00343	PSPRE_00790	PTERA_01957	PTERE_01324	PXENO_04113
soxD	PAGRI_06102	PBONN_03294	PHAYL_03373	PCALE_04075	PFUNG_04044	PMEGA_02043	PPHEM_03346	PPHEX_05963	PPHYM_03412	PPHYT_05085	PSART_01460	PSPRE_05509	PTERA_06325	PTERE_04240	PXENO_06915
glmM	PAGRI_01022	PBONN_02033	PHAYL_02316	PCALE_02440	PFUNG_02575	PMEGA_05344	PPHEM_03880	PPHEX_02654	PPHYM_00900	PPHYT_02861	PSART_01269	PSPRE_00386	PTERA_02575	PTERE_00933	PXENO_03428
emrB_1	PAGRI_02614	PBONN_01308	PHAYL_02056	PCALE_01946	PFUNG_00013	PMEGA_04196	PPHEM_07743	PPHEX_01401	PPHYM_01770	PPHYT_01630	PSART_03032	PSPRE_01388	PTERA_02206	PTERE_01877	PXENO_00501
fadD_1	PAGRI_03711	PBONN_00589	PHAYL_00605	PCALE_03041	PFUNG_01028	PMEGA_06142	PPHEM_04834	PPHEX_03253	PPHYM_02746	PPHYT_03501	PSART_00140	PSPRE_03043	PTERA_03178	PTERE_02766	PXENO_02657
group_436	PAGRI_04073	PBONN_00411	PHAYL_00405	PCALE_03274	PFUNG_01689	PMEGA_06423	PPHEM_00732	PPHEX_03488	PPHYM_02978	PPHYT_03767	PSART_04330	PSPRE_02785	PTERA_03414	PTERE_03008	PXENO_02377
group_3628	PAGRI_03346	PBONN_02221	PHAYL_01248	PCALE_00778	PFUNG_00760	PMEGA_03632	PPHEM_02948	PPHEX_00797	PPHYM_02296	PPHYT_00958	PSART_02108	PSPRE_01890	PTERA_00708	PTERE_02332	PXENO_01361
tyrB	PAGRI_02993	PBONN_01109	PHAYL_02275	PCALE_02153	PFUNG_00377	PMEGA_03932	PPHEM_05985	PPHEX_01161	PPHYM_02012	PPHYT_01392	PSART_00036	PSPRE_01547	PTERA_01104	PTERE_02063	PXENO_00847
ubiE	PAGRI_03750	PBONN_00641	PHAYL_00659	PCALE_00379	PFUNG_01067	PMEGA_06070	PPHEM_04793	PPHEX_00347	PPHYM_00379	PPHYT_00639	PSART_00701	PSPRE_02208	PTERA_00417	PTERE_00371	PXENO_01733
hutU	PAGRI_02807	PBONN_01411	PHAYL_01734	PCALE_02039	PFUNG_00195	PMEGA_03995	PPHEM_06271	PPHEX_01296	PPHYM_01854	PPHYT_01527	PSART_03147	PSPRE_01480	PTERA_02489	PTERE_01983	PXENO_00629
aroB	PAGRI_03945	PBONN_00516	PHAYL_00530	PCALE_03158	PFUNG_01818	PMEGA_06274	PPHEM_07043	PPHEX_03372	PPHYM_02862	PPHYT_03621	PSART_03887	PSPRE_02905	PTERA_03293	PTERE_02886	PXENO_02537
